account_id,mrr,arr,seats_licensed,employee_count,tenure_days,days_until_renewal,mrr_per_seat,plan_tier_encoded,region_APAC,region_EMEA,avg_monthly_logins,avg_active_user_ratio,avg_feature_adoption_pct,avg_data_processed_gb,total_api_calls,has_api_integration,months_observed,login_trend_pct,logins_mom_change,total_tickets,avg_resolution_hours,avg_csat_score,pct_high_critical_tickets,tickets_last_90d,days_since_last_ticket,days_since_critical_ticket,ticket_velocity_ratio,last_nps_score,nps_trend,avg_nps_score,nps_response_count,churned
ACC-0493,568.18,6818.16,1,15,141,579,568.18,0,True,False,9.25,1.0,0.375,21.8425,0.0,0.0,4.0,0.037,1.0,2.0,30.5,5.0,0.0,2.0,50.0,999.0,1.332,6.0,0.0,6.0,1.0,0
ACC-0494,24927.88,299134.56,159,1392,135,585,156.78,2,False,True,2694.0,0.6275,0.6,30.5175,0.0,0.0,4.0,-0.0412,-371.0,21.0,27.286,3.833,0.238,13.0,1.0,999.0,0.825,5.0,0.0,5.0,0.0,0
ACC-0495,3046.74,36560.88,24,239,455,-95,126.95,1,False,True,470.0833,0.7292,0.2978,24.7783,66318.0,1.0,12.0,0.1185,-35.0,37.0,24.108,3.516,0.162,6.0,5.0,999.0,0.649,5.0,0.0,5.0,0.0,0
ACC-0496,1817.54,21810.48,15,59,143,217,121.17,1,True,False,102.0,0.3668,0.25,7.2625,0.0,0.0,4.0,-0.239,-75.0,30.0,13.167,2.852,0.567,20.0,23.0,65.0,0.889,4.0,0.0,4.0,1.0,1
ACC-0497,3992.8,47913.6,20,130,774,-414,199.64,1,False,False,320.25,0.7083,0.3392,32.9133,0.0,0.0,12.0,0.0659,25.0,32.0,29.469,3.815,0.219,10.0,6.0,85.0,1.25,8.0,0.0,8.0,1.0,0
ACC-0498,2772.57,33270.84,24,193,579,141,115.52,1,False,False,445.3333,0.7362,0.3097,20.005,53900.0,1.0,12.0,0.0321,94.0,21.0,32.524,3.944,0.286,5.0,46.0,46.0,0.952,7.0,0.0,7.0,1.0,0
ACC-0499,357.48,4289.76,4,8,602,-242,89.37,0,False,True,76.0833,0.5417,0.3021,31.3125,0.0,0.0,12.0,0.013,-5.0,12.0,9.75,3.333,0.333,4.0,6.0,94.0,1.333,6.0,2.0,5.33,3.0,0
ACC-0500,1468.26,17619.12,8,268,278,82,183.53,1,False,True,228.2222,0.5556,0.4921,29.0122,45986.0,1.0,9.0,-0.0057,-28.0,17.0,21.882,4.0,0.176,4.0,24.0,75.0,0.706,7.0,0.0,7.33,3.0,0
ACC-0501,539.51,6474.12,2,43,276,84,269.76,0,False,False,19.6667,0.5,0.5694,34.5467,0.0,0.0,9.0,-0.0492,5.0,4.0,50.25,4.0,0.0,1.0,73.0,999.0,0.749,8.0,0.0,8.0,2.0,0
ACC-0502,19857.81,238293.72,58,792,1179,-819,342.38,2,False,True,625.75,0.6696,0.4708,20.5408,0.0,0.0,12.0,0.0578,-84.0,54.0,31.222,3.846,0.241,13.0,2.0,60.0,0.963,8.0,0.0,8.0,1.0,0
ACC-0503,607.09,7285.08,3,23,479,241,202.36,0,True,False,22.4444,0.296,0.4583,27.1811,0.0,0.0,9.0,-0.3855,-9.0,25.0,16.32,2.947,0.48,0.0,109.0,189.0,0.0,4.0,0.0,4.0,1.0,1
ACC-0504,2658.06,31896.72,9,179,1059,-339,295.34,1,False,False,227.8333,0.7687,0.3037,27.2692,64157.0,1.0,12.0,-0.0741,17.0,15.0,24.267,4.083,0.267,7.0,13.0,318.0,1.866,9.0,1.0,8.33,3.0,0
ACC-0505,724.32,8691.84,4,48,206,154,181.08,0,True,False,61.5,0.8333,0.3542,26.9267,0.0,0.0,6.0,0.05,-3.0,10.0,30.6,4.143,0.2,4.0,4.0,999.0,0.8,6.0,-1.0,6.5,2.0,0
ACC-0506,559.68,6716.16,3,15,275,85,186.56,0,False,True,18.0,0.4668,0.2,20.644,0.0,0.0,5.0,-0.3286,-8.0,7.0,13.714,2.167,0.286,0.0,148.0,148.0,0.0,1.0,0.0,1.0,1.0,1
ACC-0507,16348.01,196176.12,132,3356,1285,-565,123.85,2,False,True,3127.0833,0.8497,0.5708,25.7975,0.0,0.0,12.0,0.0289,-791.0,39.0,21.744,3.788,0.282,9.0,2.0,93.0,0.923,7.0,1.0,6.33,3.0,0
ACC-0508,348.44,4181.28,3,9,522,-162,116.15,0,False,True,36.5714,0.1903,0.3036,20.6143,0.0,0.0,7.0,-0.4167,-20.0,5.0,34.6,3.0,0.6,0.0,254.0,356.0,0.0,5.0,0.0,5.0,1.0,1
ACC-0509,3243.82,38925.84,14,290,1056,-696,231.7,1,False,True,353.9167,0.8752,0.5237,23.6733,54553.0,1.0,12.0,0.1463,-78.0,12.0,35.917,4.091,0.25,4.0,23.0,999.0,1.333,6.0,0.0,6.33,3.0,0
ACC-0510,432.02,5184.24,2,24,438,-78,216.01,0,False,False,29.4167,0.5,0.2083,21.4333,0.0,0.0,12.0,0.0225,4.0,7.0,28.714,3.857,0.286,2.0,8.0,999.0,1.142,10.0,2.0,9.0,3.0,0
ACC-0511,823.47,9881.64,7,39,422,298,117.64,1,False,False,203.9167,0.7498,0.4704,29.155,0.0,0.0,12.0,0.0626,4.0,13.0,17.615,3.6,0.077,4.0,19.0,999.0,1.23,6.0,-1.0,6.5,2.0,0
ACC-0512,3431.49,41177.88,21,36,580,-220,163.4,1,False,True,506.6667,0.5474,0.4704,27.2533,0.0,0.0,12.0,0.1327,24.0,37.0,30.432,3.97,0.297,14.0,2.0,82.0,1.513,6.0,1.0,6.0,3.0,0
ACC-0513,20726.17,248714.04,131,3196,260,100,158.22,2,False,True,1477.75,0.8599,0.5875,24.0662,37150.0,1.0,8.0,0.044,-188.0,42.0,24.976,3.529,0.262,14.0,8.0,134.0,0.889,9.0,0.0,9.0,2.0,0
ACC-0514,429.28,5151.36,2,13,268,92,214.64,0,False,False,24.875,0.5,0.5625,28.195,0.0,0.0,8.0,0.1159,-1.0,13.0,45.923,3.75,0.154,1.0,42.0,92.0,0.205,9.0,-1.0,9.5,2.0,0
ACC-0515,214.4,2572.8,1,28,412,308,214.4,0,False,False,8.6667,0.0,0.1771,21.845,0.0,0.0,12.0,0.125,-2.0,16.0,25.938,4.5,0.188,2.0,55.0,182.0,0.5,6.0,-1.0,6.5,2.0,0
ACC-0516,435.89,5230.68,1,49,456,-96,435.89,0,False,False,17.4167,0.25,0.4479,17.8967,0.0,0.0,12.0,-0.1091,0.0,6.0,36.333,4.25,0.333,2.0,11.0,22.0,1.332,5.0,0.0,5.33,3.0,0
ACC-0517,3751.79,45021.48,19,50,804,-84,197.46,1,False,False,537.9167,0.8638,0.6129,25.1692,0.0,0.0,12.0,0.0929,-91.0,24.0,25.792,3.333,0.208,10.0,4.0,20.0,1.666,6.0,0.0,6.0,1.0,0
ACC-0518,21443.08,257316.96,191,3446,1028,-308,112.27,2,False,True,2424.0,0.6915,0.475,24.4825,64880.0,1.0,12.0,0.0753,-198.0,39.0,27.487,3.548,0.205,12.0,2.0,999.0,1.231,8.0,-1.0,8.33,3.0,0
ACC-0519,638.52,7662.24,4,41,629,91,159.63,0,False,True,76.6667,0.75,0.3125,40.335,0.0,0.0,12.0,0.0596,-8.0,6.0,22.167,3.8,0.0,0.0,155.0,999.0,0.0,5.0,-1.0,5.5,2.0,0
ACC-0520,1247.96,14975.52,7,40,727,-367,178.28,1,False,True,109.5833,0.6425,0.393,23.2592,45273.0,1.0,12.0,0.1042,21.0,17.0,38.353,3.692,0.412,4.0,55.0,999.0,0.941,8.0,-1.0,8.5,2.0,0
ACC-0521,3260.54,39126.48,17,89,303,417,191.8,1,False,False,272.1,0.8882,0.2428,24.261,48834.0,1.0,10.0,0.033,51.0,12.0,18.833,4.0,0.25,7.0,6.0,24.0,1.944,7.0,-1.0,7.75,4.0,0
ACC-0522,381.7,4580.4,3,19,247,473,127.23,0,False,True,44.375,0.4165,0.5469,17.0712,0.0,0.0,8.0,0.0313,1.0,15.0,17.933,3.8,0.4,5.0,1.0,124.0,0.889,6.0,0.0,6.0,2.0,0
ACC-0523,483.04,5796.48,3,24,392,-32,161.01,0,False,False,47.5833,0.5278,0.1667,21.535,0.0,0.0,12.0,-0.0671,9.0,10.0,15.1,3.4,0.2,2.0,34.0,999.0,0.8,9.0,0.0,9.33,3.0,0
ACC-0524,1857.8,22293.6,17,172,385,-25,109.28,1,False,False,412.4167,0.5391,0.3274,26.1958,86773.0,1.0,12.0,0.0889,39.0,9.0,27.111,3.111,0.333,1.0,35.0,267.0,0.444,8.0,0.0,7.5,4.0,0
ACC-0525,451.46,5417.52,1,42,147,213,451.46,0,False,True,16.75,0.0,0.1875,17.0075,0.0,0.0,4.0,0.0196,-1.0,3.0,16.0,3.0,0.333,2.0,6.0,999.0,0.888,7.0,0.0,7.0,1.0,0
ACC-0526,391.21,4694.52,2,28,444,-84,195.6,0,True,False,22.375,0.4375,0.25,15.8025,0.0,0.0,8.0,-0.3253,-12.0,12.0,13.5,2.556,0.5,0.0,132.0,227.0,0.0,5.0,0.0,5.0,0.0,1
ACC-0527,3669.04,44028.48,8,250,215,145,458.63,1,False,False,178.4286,0.4821,0.3367,12.25,0.0,0.0,7.0,-0.0708,-3.0,13.0,22.769,3.9,0.385,4.0,4.0,187.0,0.718,8.0,-2.0,9.0,2.0,0
ACC-0528,3386.86,40642.32,20,260,131,229,169.34,1,False,False,585.25,0.7375,0.3215,27.1725,26235.0,1.0,4.0,-0.0138,-73.0,11.0,36.818,3.833,0.0,10.0,11.0,999.0,1.212,5.0,0.0,5.0,0.0,0
ACC-0529,2031.14,24373.68,17,34,953,-233,119.48,1,False,True,392.4167,0.6322,0.399,26.89,79869.0,1.0,12.0,0.0733,21.0,15.0,24.6,4.231,0.2,2.0,51.0,999.0,0.533,9.0,0.0,9.0,2.0,0
ACC-0530,1484.78,17817.36,24,233,257,103,61.87,1,False,False,433.25,0.6301,0.3126,23.455,52502.0,1.0,8.0,-0.1043,-4.0,29.0,20.862,4.091,0.276,7.0,17.0,126.0,0.644,8.0,0.0,8.0,1.0,0
ACC-0531,292.27,3507.24,4,17,168,192,73.07,0,False,True,73.6,0.7,0.35,32.088,0.0,0.0,5.0,0.0888,0.0,6.0,45.667,3.6,0.0,2.0,13.0,999.0,0.555,10.0,0.0,10.0,1.0,0
ACC-0532,641.55,7698.6,1,15,585,-225,641.55,0,False,False,7.125,0.0,0.3281,23.6262,0.0,0.0,8.0,-0.2692,-3.0,19.0,23.211,2.692,0.368,0.0,125.0,162.0,0.0,2.0,0.0,2.0,1.0,1
ACC-0533,282.88,3394.56,1,6,597,123,282.88,0,False,False,11.25,0.0,0.4062,19.2592,0.0,0.0,12.0,-0.0294,0.0,4.0,64.75,3.75,0.25,2.0,34.0,999.0,1.998,8.0,-1.0,8.5,2.0,0
ACC-0534,3781.43,45377.16,11,221,240,120,343.77,1,True,False,204.0,0.571,0.3367,37.2514,36289.0,1.0,7.0,0.0822,39.0,7.0,19.0,4.167,0.429,2.0,33.0,181.0,0.666,7.0,0.0,7.0,2.0,0
ACC-0535,3013.3,36159.6,22,244,582,-222,136.97,1,False,False,297.9167,0.7272,0.5297,32.0783,66906.0,1.0,12.0,-0.0453,-27.0,12.0,32.917,3.6,0.25,3.0,18.0,347.0,1.0,7.0,0.0,7.0,3.0,0
ACC-0536,502.67,6032.04,2,23,281,79,251.34,0,False,False,25.1111,0.5,0.5694,29.9122,0.0,0.0,9.0,-0.0988,-7.0,14.0,24.357,3.769,0.143,4.0,25.0,241.0,0.857,6.0,0.0,6.0,3.0,0
ACC-0537,3748.84,44986.08,13,124,1040,-320,288.37,1,False,False,265.3333,0.4617,0.5951,30.2817,41493.0,1.0,12.0,0.074,3.0,31.0,17.613,3.577,0.29,9.0,2.0,11.0,1.161,6.0,-1.0,6.67,3.0,0
ACC-0538,403.54,4842.48,1,23,673,-313,403.54,0,True,False,9.0833,0.0,0.5521,18.2408,0.0,0.0,12.0,0.1154,0.0,17.0,27.118,3.692,0.176,4.0,19.0,226.0,0.941,7.0,-2.0,8.0,2.0,0
ACC-0539,10351.79,124221.48,26,3297,607,-247,398.15,2,True,False,499.4167,0.8399,0.6125,21.4692,67233.0,1.0,12.0,-0.0197,60.0,30.0,26.167,3.88,0.1,9.0,3.0,3.0,1.2,6.0,-1.0,6.33,3.0,0
ACC-0540,500.35,6004.2,4,18,571,-211,125.09,0,False,False,60.75,0.6458,0.2917,24.09,0.0,0.0,12.0,0.0391,-2.0,19.0,25.263,3.688,0.158,7.0,28.0,31.0,1.473,6.0,0.0,6.0,1.0,0
ACC-0541,250.55,3006.6,2,13,201,159,125.28,0,False,True,38.5,0.1667,0.5417,26.975,0.0,0.0,6.0,-0.0909,-1.0,12.0,29.333,4.0,0.583,7.0,26.0,83.0,1.166,7.0,2.0,6.0,2.0,0
ACC-0542,16554.64,198655.68,75,2430,476,-116,220.73,2,False,True,1982.1667,0.58,0.5958,21.2658,54091.0,1.0,12.0,-0.051,-127.0,51.0,30.471,3.578,0.255,12.0,1.0,72.0,0.941,8.0,1.0,7.5,2.0,0
ACC-0543,8571.96,102863.52,191,482,779,-419,44.88,2,False,False,3237.5833,0.7571,0.475,28.2408,47590.0,1.0,12.0,-0.0381,152.0,49.0,30.306,3.795,0.245,13.0,7.0,102.0,1.061,9.0,0.0,8.67,3.0,0
ACC-0544,3337.8,40053.6,20,277,535,-175,166.89,1,True,False,547.9167,0.7042,0.5474,24.7742,68263.0,1.0,12.0,0.0801,67.0,27.0,22.037,3.458,0.259,6.0,18.0,999.0,0.889,10.0,1.0,9.0,3.0,0
ACC-0545,6981.88,83782.56,143,3250,1163,-803,48.82,2,False,True,2168.1667,0.7305,0.5833,24.34,0.0,0.0,12.0,0.0545,-169.0,34.0,25.059,3.704,0.294,7.0,14.0,37.0,0.823,8.0,1.0,7.5,4.0,0
ACC-0546,18262.41,219148.92,55,451,648,72,332.04,2,False,False,804.5833,0.6835,0.5667,23.1717,0.0,0.0,12.0,0.05,-94.0,29.0,23.655,3.815,0.345,10.0,14.0,79.0,1.379,7.0,0.0,7.0,2.0,0
ACC-0547,3985.52,47826.24,24,122,535,-175,166.06,1,False,True,300.9167,0.7431,0.5001,26.2042,0.0,0.0,12.0,-0.0439,10.0,32.0,21.688,3.679,0.281,8.0,5.0,93.0,1.0,8.0,-2.0,9.33,3.0,0
ACC-0548,477.56,5730.72,3,18,103,617,159.19,0,False,True,7.0,0.0,0.125,4.48,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.333,1.0,3.0,76.0,76.0,0.333,4.0,0.0,4.0,1.0,1
ACC-0549,15131.31,181575.72,103,3299,380,340,146.91,2,False,False,1386.8333,0.9158,0.5208,27.9458,0.0,0.0,12.0,0.0603,-1.0,30.0,29.1,4.167,0.233,9.0,27.0,187.0,1.2,6.0,-1.0,7.0,3.0,0
ACC-0550,474.82,5697.84,2,29,571,149,237.41,0,False,False,22.75,0.5,0.2917,28.0267,0.0,0.0,12.0,0.0588,3.0,8.0,17.875,3.857,0.5,0.0,171.0,171.0,0.0,6.0,0.0,6.0,1.0,0
ACC-0551,752.41,9028.92,4,26,515,-155,188.1,0,False,False,32.7778,0.2778,0.4167,16.4367,0.0,0.0,9.0,-0.4737,-16.0,22.0,14.136,2.625,0.409,0.0,108.0,232.0,0.0,5.0,0.0,5.0,1.0,1
ACC-0552,19588.14,235057.68,176,315,416,304,111.3,2,False,False,1988.5833,0.8367,0.4958,27.9392,50846.0,1.0,12.0,0.1397,159.0,59.0,29.322,3.792,0.271,13.0,21.0,50.0,0.881,9.0,0.0,9.0,1.0,0
ACC-0553,345.3,4143.6,3,20,195,165,115.1,0,False,False,18.5,0.1665,0.1562,15.82,0.0,0.0,4.0,-0.2319,-13.0,1.0,20.0,3.0,0.0,0.0,162.0,999.0,0.0,0.0,-3.0,1.5,2.0,1
ACC-0554,650.16,7801.92,4,46,202,158,162.54,0,False,False,55.8333,0.5,0.2708,20.9133,0.0,0.0,6.0,0.0679,-4.0,7.0,8.143,4.5,0.143,5.0,4.0,999.0,1.428,5.0,1.0,5.33,3.0,0
ACC-0555,20236.85,242842.2,49,4665,160,200,413.0,2,False,True,669.4,0.5672,0.33,26.078,0.0,0.0,5.0,0.0597,56.0,43.0,28.977,3.618,0.279,23.0,2.0,6.0,0.891,5.0,0.0,5.0,0.0,0
ACC-0556,3636.81,43641.72,21,208,935,-215,173.18,1,True,False,370.25,0.7858,0.4644,22.76,0.0,0.0,12.0,0.125,78.0,29.0,43.241,3.84,0.276,9.0,18.0,32.0,1.241,7.0,-1.0,7.33,3.0,0
ACC-0557,11083.94,133007.28,174,4138,330,30,63.7,2,False,False,2687.1,0.5958,0.49,25.296,67447.0,1.0,10.0,0.1665,-508.0,43.0,24.07,3.897,0.209,11.0,6.0,154.0,0.853,8.0,-1.0,9.0,3.0,0
ACC-0558,533.33,6399.96,3,46,301,419,177.78,0,False,False,57.3333,0.333,0.4444,26.8778,0.0,0.0,9.0,0.0115,6.0,1.0,1.0,5.0,1.0,0.0,199.0,999.0,0.0,6.0,-1.0,6.75,4.0,0
ACC-0559,772.04,9264.48,4,26,383,-23,193.01,0,False,True,36.3333,0.5278,0.2083,20.7256,0.0,0.0,9.0,-0.6273,-16.0,10.0,7.6,2.429,0.6,0.0,117.0,117.0,0.0,5.0,0.0,5.0,1.0,1
ACC-0560,1707.55,20490.6,16,203,986,-266,106.72,1,False,False,398.6667,0.5,0.4526,24.805,57655.0,1.0,12.0,0.0026,-12.0,21.0,15.667,3.5,0.381,5.0,20.0,119.0,0.952,6.0,-1.0,6.5,2.0,0
ACC-0561,3161.22,37934.64,20,98,627,-267,158.06,1,False,False,447.3333,0.8708,0.5297,19.295,70221.0,1.0,12.0,0.0638,-93.0,9.0,20.222,4.143,0.222,3.0,20.0,218.0,1.333,7.0,1.0,6.67,3.0,0
ACC-0562,846.02,10152.24,11,230,936,-216,76.91,1,False,False,270.0833,0.6588,0.393,25.5758,57934.0,1.0,12.0,0.1741,18.0,24.0,26.583,3.471,0.208,8.0,9.0,33.0,1.333,9.0,1.0,9.0,3.0,0
ACC-0563,1311.62,15739.44,23,153,170,190,57.03,1,False,True,577.4,0.8524,0.5712,25.986,27434.0,1.0,5.0,-0.0476,29.0,14.0,38.714,3.7,0.143,8.0,9.0,999.0,0.952,9.0,1.0,8.5,2.0,0
ACC-0564,528.23,6338.76,2,11,186,174,264.12,0,False,True,25.6667,0.5833,0.4167,30.7117,0.0,0.0,6.0,0.0533,5.0,6.0,31.0,3.8,0.0,4.0,8.0,999.0,1.333,10.0,0.0,10.0,1.0,0
ACC-0565,781.77,9381.24,1,37,308,412,781.77,0,False,False,9.5,0.0,0.4375,18.1012,0.0,0.0,8.0,-0.2941,-5.0,15.0,19.6,2.8,0.467,4.0,66.0,156.0,0.711,1.0,0.0,1.0,1.0,1
ACC-0566,2784.77,33417.24,20,121,168,192,139.24,1,False,True,257.6,0.69,0.214,33.612,31044.0,1.0,5.0,0.072,16.0,5.0,27.4,3.5,0.2,2.0,16.0,999.0,0.666,8.0,0.0,8.0,1.0,0
ACC-0567,23270.59,279247.08,22,1859,706,-346,1057.75,2,True,False,503.5,0.6399,0.4708,26.0225,70342.0,1.0,12.0,0.0427,40.0,36.0,31.611,3.5,0.278,11.0,19.0,24.0,1.222,9.0,-1.0,9.33,3.0,0
ACC-0568,17002.53,204030.36,109,4178,215,145,155.99,2,False,True,2410.2857,0.7563,0.3857,19.18,40270.0,1.0,7.0,0.1109,275.0,33.0,35.333,4.037,0.091,11.0,11.0,999.0,0.778,9.0,-1.0,9.33,3.0,0
ACC-0569,585.68,7028.16,4,40,583,-223,146.42,0,False,True,46.3333,0.6667,0.3333,20.785,0.0,0.0,12.0,0.216,0.0,3.0,9.333,3.5,0.333,1.0,67.0,999.0,1.332,7.0,3.0,6.0,3.0,0
ACC-0570,2121.94,25463.28,5,144,265,95,424.39,1,True,False,105.375,0.575,0.6427,34.1,0.0,0.0,8.0,-0.0732,-17.0,13.0,25.077,3.8,0.385,3.0,11.0,118.0,0.615,7.0,0.0,7.0,1.0,0
ACC-0571,1541.12,18493.44,6,118,925,-205,256.85,1,False,False,95.1667,0.847,0.256,24.5858,63157.0,1.0,12.0,0.0288,3.0,17.0,47.471,3.833,0.235,2.0,21.0,999.0,0.47,10.0,2.0,9.33,3.0,0
ACC-0572,644.94,7739.28,1,49,363,357,644.94,0,False,False,14.3636,0.0,0.4318,20.2118,0.0,0.0,11.0,0.0465,0.0,8.0,35.25,3.667,0.5,1.0,77.0,346.0,0.458,8.0,0.0,7.5,4.0,0
ACC-0573,423.25,5079.0,1,48,493,-133,423.25,0,False,False,8.9167,0.0,0.1875,23.5042,0.0,0.0,12.0,0.1667,-2.0,9.0,21.667,3.714,0.333,4.0,35.0,999.0,1.777,6.0,0.0,6.0,4.0,0
ACC-0574,354.24,4250.88,3,32,627,-267,118.08,0,False,False,47.8333,0.6948,0.3333,28.2983,0.0,0.0,12.0,-0.0138,-4.0,4.0,36.25,3.0,0.0,2.0,15.0,999.0,1.998,4.0,0.0,4.0,1.0,0
ACC-0575,3454.03,41448.36,7,208,362,-2,493.43,1,False,False,89.0,0.5323,0.4028,33.7191,40302.0,1.0,11.0,0.0605,-10.0,12.0,16.833,3.7,0.25,1.0,50.0,159.0,0.305,6.0,1.0,5.5,2.0,0
ACC-0576,460.22,5522.64,3,20,719,-359,153.41,0,True,False,47.75,0.3887,0.1667,37.9608,0.0,0.0,12.0,0.087,-7.0,10.0,21.5,4.25,0.1,4.0,12.0,999.0,1.599,10.0,2.0,9.0,2.0,0
ACC-0577,646.9,7762.8,1,43,553,-193,646.9,0,False,False,15.0833,0.0,0.3333,30.105,0.0,0.0,12.0,-0.0465,-1.0,10.0,41.5,4.111,0.2,4.0,2.0,999.0,1.599,8.0,0.0,8.0,1.0,0
ACC-0578,580.85,6970.2,4,49,423,-63,145.21,0,False,True,68.1667,0.6458,0.1979,32.8658,0.0,0.0,12.0,0.1354,2.0,5.0,19.6,4.4,0.0,3.0,6.0,999.0,2.398,10.0,2.0,9.33,3.0,0
ACC-0579,263.68,3164.16,4,48,709,-349,65.92,0,False,True,68.0,0.8125,0.5521,20.8708,0.0,0.0,12.0,0.087,2.0,4.0,34.5,4.0,0.0,1.0,25.0,999.0,0.999,7.0,-1.0,7.5,2.0,0
ACC-0580,2778.53,33342.36,6,103,905,-545,463.09,1,False,True,123.6667,0.3148,0.1904,17.3378,39225.0,1.0,9.0,-0.3962,-40.0,25.0,15.12,3.056,0.56,0.0,100.0,100.0,0.0,2.0,-1.0,2.5,2.0,1
ACC-0581,432.62,5191.44,4,6,647,-287,108.16,0,False,True,61.4167,0.5,0.5729,22.0367,0.0,0.0,12.0,0.0977,3.0,13.0,30.692,4.273,0.462,4.0,21.0,999.0,1.23,7.0,0.0,7.0,1.0,0
ACC-0582,12784.11,153409.32,102,4375,1305,-945,125.33,2,False,False,1742.3333,0.6274,0.275,18.1383,0.0,0.0,12.0,0.104,323.0,62.0,19.984,3.842,0.242,14.0,2.0,164.0,0.903,8.0,0.0,8.0,1.0,0
ACC-0583,16543.56,198522.72,70,2794,173,547,236.34,2,False,False,316.5,0.232,0.275,11.995,9923.0,1.0,4.0,-0.2565,-208.0,27.0,9.667,2.087,0.519,13.0,59.0,59.0,0.642,5.0,0.0,5.0,0.0,1
ACC-0584,7818.17,93818.04,150,4600,1406,-1046,52.12,2,False,False,3645.5,0.9293,0.5333,19.8025,48786.0,1.0,12.0,0.0139,-458.0,65.0,39.062,3.808,0.231,12.0,2.0,2.0,0.738,8.0,0.0,8.33,3.0,0
ACC-0585,3476.9,41722.8,10,290,636,-276,347.69,1,True,False,164.0,0.75,0.405,26.1892,77792.0,1.0,12.0,0.13,2.0,21.0,27.333,3.737,0.429,5.0,18.0,76.0,0.952,7.0,2.0,6.0,3.0,0
ACC-0586,15079.35,180952.2,53,970,1052,-692,284.52,2,False,False,1234.0833,0.8647,0.6125,32.8608,62394.0,1.0,12.0,0.1304,328.0,38.0,30.237,4.059,0.237,9.0,10.0,74.0,0.947,4.0,0.0,4.0,2.0,0
ACC-0587,1332.02,15984.24,14,105,939,-219,95.14,1,False,True,183.1667,0.7677,0.393,31.7675,0.0,0.0,12.0,0.0673,2.0,21.0,30.762,3.385,0.143,3.0,21.0,999.0,0.571,5.0,-2.0,6.0,2.0,0
ACC-0588,1388.11,16657.32,23,163,741,-381,60.35,1,False,True,609.25,0.6377,0.387,21.5683,0.0,0.0,12.0,0.1144,21.0,13.0,29.462,3.636,0.385,4.0,24.0,118.0,1.23,10.0,3.0,9.0,3.0,0
ACC-0589,636.81,7641.72,1,25,566,-206,636.81,0,True,False,17.6667,0.0,0.4375,23.29,0.0,0.0,12.0,0.1176,2.0,15.0,39.2,3.429,0.2,2.0,9.0,228.0,0.533,10.0,1.0,9.33,3.0,0
ACC-0590,6873.75,82485.0,186,1369,994,-634,36.96,2,True,False,2898.5,0.5662,0.5792,27.6417,57291.0,1.0,12.0,0.0634,548.0,24.0,23.583,3.5,0.333,6.0,13.0,167.0,1.0,5.0,0.0,5.0,0.0,0
ACC-0591,10635.94,127631.28,93,169,1164,-444,114.36,2,True,False,2172.6667,0.5465,0.2708,21.4958,65663.0,1.0,12.0,0.0478,252.0,41.0,31.244,3.5,0.244,12.0,3.0,117.0,1.171,9.0,0.0,8.75,4.0,0
ACC-0592,1557.15,18685.8,5,98,914,-554,311.43,1,False,False,80.4167,0.4,0.3215,23.3258,54521.0,1.0,12.0,0.1366,-4.0,17.0,16.471,3.846,0.235,3.0,60.0,89.0,0.706,6.0,2.0,5.0,2.0,0
ACC-0593,3259.99,39119.88,14,88,146,214,232.86,1,False,True,296.0,0.7323,0.3215,23.015,0.0,0.0,4.0,-0.0511,-46.0,17.0,27.176,3.929,0.118,14.0,10.0,39.0,1.098,6.0,0.0,6.0,1.0,0
ACC-0594,3820.09,45841.08,6,270,315,45,636.68,1,False,False,103.1,0.7832,0.5856,26.102,50148.0,1.0,10.0,-0.0789,-9.0,40.0,33.35,3.606,0.15,12.0,9.0,112.0,1.0,7.0,0.0,7.0,2.0,0
ACC-0595,1920.64,23047.68,12,210,432,288,160.05,1,False,False,240.5,0.6111,0.607,30.4158,61413.0,1.0,12.0,0.0106,-13.0,31.0,26.452,3.542,0.161,11.0,4.0,13.0,1.419,8.0,-2.0,9.33,3.0,0
ACC-0596,2453.21,29438.52,17,275,1004,-644,144.31,1,False,True,293.0833,0.7158,0.5356,28.2358,0.0,0.0,12.0,0.1032,79.0,14.0,12.5,4.0,0.571,4.0,16.0,329.0,1.143,7.0,3.0,5.33,3.0,0
ACC-0597,390.82,4689.84,4,34,619,101,97.7,0,False,False,32.5,0.7708,0.4271,20.3183,0.0,0.0,12.0,0.1124,5.0,17.0,35.0,3.818,0.176,4.0,43.0,999.0,0.941,6.0,1.0,5.5,2.0,0
ACC-0598,390.43,4685.16,3,22,344,16,130.14,0,True,False,15.5,0.3332,0.1458,10.95,0.0,0.0,6.0,-0.3684,-9.0,5.0,79.8,2.0,0.2,0.0,247.0,999.0,0.0,4.0,0.0,4.0,1.0,1
ACC-0599,561.93,6743.16,2,36,177,183,280.96,0,False,False,8.3333,0.1667,0.1667,9.1967,0.0,0.0,3.0,0.0,-7.0,13.0,7.692,3.0,0.615,2.0,87.0,88.0,0.154,5.0,0.0,5.0,0.0,1
ACC-0600,522.4,6268.8,3,11,455,-95,174.13,0,True,False,52.4167,0.667,0.1979,23.6325,0.0,0.0,12.0,0.0789,-7.0,8.0,66.875,3.375,0.125,1.0,3.0,999.0,0.5,7.0,-2.0,8.33,3.0,0
